totalResults,brandId,brandName,categoryId,categoryName,helpful,productId,productName,rating,review,reviewDate,reviewId,thumbnail,userName,votes,skinType,skinTone,skinUndertone,hairColor,hairType,hairTexture,eyeColor,ageRange,reviews
255,112,CLINIQUE,22,Sunscreen,5,3123,Super City Block SPF 25,4,"Overall I think the product is great. Basically like a tinted moisturiser but with high SPF (I use 40).

I have been using it for a little while now and after the recent bank holiday heatwave we had in the UV didn&#039;t experience any sunburn after sitting outside for 3 days straight reading my book! So it definitely works to protect against the sun - haven&#039;t worn it abroad though so not sure about that.

I would say I am spot prone but haven&#039;t experienced any problems with the product. I normally have oily skin but have started to experience dry and quite sore skin (after washing when moisturising). Not sure if it is the product but have ordered a night time oil which should help my skin out.

Would definitely buy again.. anything is worth it to prevent aging!",2019-04-26T16:40:00.000Z,3051983,thumb/h/145/6_1_9_0_1281666.JPG,lizziebizzie,5,Combination,Fair,Unknown,Blond,Unknown,Unknown,Blue,19-24,1
255,112,CLINIQUE,22,Sunscreen,2,3123,Super City Block SPF 25,4,"I want to love this because it can be used around the eye area (Clinique says so). it’s a nice formula that spreads well, isn’t heavy feeling on the skin and isn’t whitening. It even wears well under makeup. No chemical sunscreen smell, no smell whatsoever for thst matter. But I can’t use it in the winter months when this kind of product is a good choice for me despite using a heavy moisturizer. I believe Clinique’s claim of it absorbing excess oil because I’ve tried this over a generous application of argan oil, which usually counteracts the drying effects of mineral sunscreens, and my skin still feels super dry within an hour of application. I have a preferred summer sunscreen (australian gold botanical spf50 tinted face lotion) that wears better than this because it withstands a bit of sweating and I can wear it swimming. This isn’t water resistant and Clinique’s claim of it wicking perspiration isn’t true, it sweats right off and I can’t just blot it because it all comes off on my tissue and if I have any makeup on top it turns into a cakey mess.
I honestly can’t devalue it because Clinique does say up front it absorbs oil, but I take off a lippie because Clinique says it can handle sweating and I say it can’t. ",2018-12-22T01:45:00.000Z,3039144,thumb/h/145/6_1_9_0_1281666.JPG,notjustgingerly,2,Dry,Fair,Cool,Blond,Wavy,Fine,Blue,44-55,296
255,112,CLINIQUE,22,Sunscreen,2,3123,Super City Block SPF 25,5,"I&#039;ve used this before and liked it, then ran out and started going without ss for a while. Hello brown spots! Just bought this again along with a tube of the 40 SPF when a GWP was going on. It&#039;s early spring now and I&#039;m a homebody who doesn&#039;t go outside much, so the 25 will work fine until real summer starts, and then I&#039;ll move up to the 40. I wear this product over a serum and it feels great. The makeup I wear has SPF so I&#039;m extra protected. The price of $25.00 seems reasonable to me.",2018-04-13T21:07:00.000Z,3012148,thumb/h/145/6_1_9_0_1281666.JPG,martha610,3,Dry,Medium,Warm,Grey,Straight,Fine,Hazel,56 & Over,32
255,112,CLINIQUE,22,Sunscreen,3,3123,Super City Block SPF 25,5,"This makes my skin look amazing, while providing sun protection and anti oxidant benefits in one!!! There is a tint but it&#039;s oh so subtle, just making you look a little brighter and fresher. My husband thought I had foundation on, but it was just this! This cream can make a simple makeup routine look polished. Just need to shake the tube before each use to get a smooth consistency and finish. ",2017-04-04T05:56:00.000Z,2956163,thumb/h/145/6_1_9_0_1281666.JPG,LariGirly,3,Combination,Medium Brown,Unknown,Brown,Unknown,Unknown,Brown,30-35,9
255,112,CLINIQUE,22,Sunscreen,2,3123,Super City Block SPF 25,2,"I really wanted to love this product, really I did. 

Physical sunblock, non-drying AND relatively cosmetically elegant? After testing this out for a few days I decided to bite the bullet and purchase this for my steriod induced rosacea skin. 

One week in, I&#039;ve broken out in little closed comedones on my cheek, my rosacea is flaring for no reason other than this new product and this one is going into the bin. Skip this one! ",2017-03-07T18:32:00.000Z,2950820,thumb/h/145/6_1_9_0_1281666.JPG,lululemon,2,Combination,Medium,Unknown,Black,Unknown,Unknown,Other,36-43,32
255,112,CLINIQUE,22,Sunscreen,2,3123,Super City Block SPF 25,4,"First let me start by saying that I HATE wearing sunscreen. I spend so much ridiculous money on my skin care routine, and my face, yet for years, wouldn&#039;t use sunscreen because it always made me break out. Finally, an option that protects and doesn&#039;t make me break out. I love this stuff!  I only give the packaging a 3 out of 5 because sometimes I have to cut the tube and notice there is stuff a decent amount of product left in it. ",2017-01-07T16:12:00.000Z,2938764,thumb/h/145/6_1_9_0_1281666.JPG,elenabellebunny,2,Sensitive,Fair-Medium,Unknown,Blond,Unknown,Unknown,Other,30-35,7
255,112,CLINIQUE,22,Sunscreen,1,3123,Super City Block SPF 25,4,"I started using this a few years ago after I read fabulous reviews on another website. (not sure if I am allowed to name it).

This is my go-to sunscreen. I wear it every single day. The coverage is good enough that I can just use that and put some concealer under my eyes if I don&#039;t feel like wearing foundation.

It is expensive though - $36 in Australia. I&#039;ve been looking around for another tinted moisturiser that has a good sunscreen that is a bit cheaper, but I&#039;m yet to find one. We don&#039;t have a great range in Australia.",2016-09-29T01:43:00.000Z,2920466,thumb/h/145/6_1_9_0_1281666.JPG,Adoratea,1,Combination,Fair,Unknown,Brunette,Unknown,Unknown,Blue,44-55,1
255,112,CLINIQUE,22,Sunscreen,3,3123,Super City Block SPF 25,2,"With my very pale, very sensitite, rosacea-prone skin I&#039;m always looking out for good sunscreens that don&#039;t irritate, but still give good protection. I&#039;m fed up with the white cast that so many leave, even though they say they don&#039;t! 

This product had some very good reviews so I decided to try it out. It went on easily and blended very nicely, and I liked the effect of the slight tint on my skin. In fact, apart from the red patches I get on my cheeks and nose, I could use this as a foundation. I thought this was great! All I needed to add was a bit of concealer on those red bits, and then I wouldn&#039;t need any other foundation at all.

Unfortunately, after an hour or so my skin began to tingle. This, for me, is always a sign that my rosacea is being aggravated. I tried to convince myself I was imagining it, because I liked the look of it so much! But it didn&#039;t go away.

The tingling became a stinging, and after another hour I had to take off all the product, which is a real hassle to do in the morning when I&#039;m otherwise finished and ready to go. And when I took it off, the stinging stopped. So I know it was this product which had caused it.

It&#039;s a great pity. I think if your skin is not too sensitive and you are on the pale side, this is a very good daily product to use when the sun is not too strong - for us in England, that is the period from September through to April, when you don&#039;t really need a higher spf. But for those of us with very, very sensitive skin and rosacea, it doesn&#039;t fit our needs.

",2016-09-25T06:49:00.000Z,2919744,thumb/h/145/6_1_9_0_1281666.JPG,fenlady,3,Sensitive,Fair,Unknown,Blond,Unknown,Unknown,Blue,44-55,41
255,112,CLINIQUE,22,Sunscreen,2,3123,Super City Block SPF 25,3,"Pros:
- Has a relatively high spf
-Can function as a primer 
-Acts as another light layer of foundation to hide blemishes
-Uses natural sunscreen ingredients
-No alcohol
-Good looking packaging

Cons:
-Had to change my whole skin regime based on this product (just so I could wear this again!) as this made me look tired, dull skin and patchy after a few hours.  
-It&#039;s tinted and the colour results in me looking far too pale.
-Greasy looking and feeling, when wearing on top of moisturiser but if not, then it:
-Clings to dry patches and shows up more obvious if wearing this on its own.
-Expensive at £18

I&#039;ve essentially been using this before my BB cushion as a primer but I am put off by using any greasy feeling products atm.  So not very often, do I find myself reaching out for this product.  It is also too shiny and greasy looking to be wearing on its own.  There are far more better spf primers or tinted spf moisturisers out there if that&#039;s what you are after.    

I purchased this because I kinda like how it is not trying to sell itself as a tinted moisturiser and I liked the idea of something simple to subtlety even out my skin tone (to subconsciously think I&#039;m not wearing make-up.  Daft I know!)  
",2016-05-05T14:38:00.000Z,2888439,thumb/h/145/6_1_9_0_1281666.JPG,Alexandra1987,2,Combination,Fair-Medium,Unknown,Black,Unknown,Unknown,Brown,25-29,33
255,112,CLINIQUE,22,Sunscreen,3,3123,Super City Block SPF 25,1,"DO NOT come even close to this if youre breakout prone!
This caused MAJOR painful under the skin pimples!
Its light with a watery gel texture with a shiny finish...It offers sheer tho beautiful coverage that is just enough for skin that has little pigmentation.
Now I am breakout prone and this thing gave me at least 3 major pimples,the painful kind,every time I applied it and yes Im a hundred percent sure that it was this product :/",2016-02-09T13:26:00.000Z,2864632,thumb/h/145/6_1_9_0_1281666.JPG,Blonderrr,3,Combination,Fair-Medium,Unknown,Blond,Unknown,Unknown,Blue,Under 18,12
