totalResults,brandId,brandName,categoryId,categoryName,helpful,productId,productName,rating,review,reviewDate,reviewId,thumbnail,userName,votes,skinType,skinTone,skinUndertone,hairColor,hairType,hairTexture,eyeColor,ageRange,reviews
80,1294,La Roche-Posay,22,Sunscreen,2,30275,"Anthelios XL ,SPF 60+",4,"Okay, so I actually bought this by accident, thinking it was the fluid (it was in a &quot;bonus/2 for 1 package and the cardboard packaging made it difficult to see what the product was).  I also have about 5 minis of these which I carry in my purse and take for travel as well.

For starters, this stuff is greasy and will leave your face SHINY.  But I use this on my hands/arms so that&#039;s not an  issue but I&#039;ve also started to use this as an eye cream for daytime.  Ever since my beloved Clarins eye cream with sun screen was discontinued, I&#039;ve been looking for something to replace it and I&#039;ve still not found anything. Ole Henriksen, Clinique, Shiseido (now also discontinued) - none of them measured up.  So I gave up, gave in and decided to give this a try.  It works!  And it is more moisturizing than Clarins&#039;s, which was very non-greasy (sort of a good thing since if I needed to, I could apply an eye cream underneath). I use a small amount (from the mini tube which is about the size of an eye cream tube) and make sure to get it where I have the most evidence of sun damage (2 spots in almost the exact same location on both eyes - I think it&#039;s where the sun has always been able to get past my glass or sun glasses, both of which do have sun protection coatings on them but they don&#039;t obscure my entire eye area from brows to half way down my face).  If I let this sit for a few minutes, I find that concealer and other eye makeup all apply without any problems.  And unlike a lot of other products I&#039;ve tried (like Ole&#039;s SPF 15 eye cream) this does not sting my eyes, even in a hot yoga class, where I&#039;m sweating profusely.",2016-07-18T09:10:00.000Z,2905741,thumb/h/145/7_8_4_9_1295366.JPG,mariella99,2,Dry,Fair,Cool,Brown,Wavy,Coarse,Brown,44-55,1477
80,1294,La Roche-Posay,22,Sunscreen,0,30275,"Anthelios XL ,SPF 60+",5,"this is the perfect sunscreen for me. non clogging, lasts for a while, give me a good level of moisture. i do get a bit of white cast but rubbing it in throughly really helps me.",2016-02-04T18:17:00.000Z,2863324,thumb/h/145/7_8_4_9_1295366.JPG,beaujsphere,0,Combination,Fair,Warm,Brunette,Wavy,Fine,Blue,19-24,9
80,1294,La Roche-Posay,22,Sunscreen,1,30275,"Anthelios XL ,SPF 60+",4,It&#039;s very good at protecting and moisturizg but leaves very white cast about 30 minutes after using it also very heavy and oily.But overall it works well for my sun intolerant skin and stays very long.I haven&#039;t got any temporary freckles after using this.,2015-06-19T16:58:00.000Z,2799807,thumb/h/145/7_8_4_9_1295366.JPG,duilwen,1,Combination,Fair-Medium,Cool,Brunette,Straight,Coarse,Brown,19-24,1
80,1294,La Roche-Posay,22,Sunscreen,1,30275,"Anthelios XL ,SPF 60+",3,"Pros: lasted all day while working in the garden. Absorbed easily. Didn&#039;t sting or irritate my skin.

Cons: left a noticeably white, shiny cast for about 30 minutes. The US version is not equal to the European version.

I won&#039;t buy it again, but I don&#039;t regret the purchase. ",2013-05-30T21:08:00.000Z,2500424,thumb/h/145/7_8_4_9_1295366.JPG,Mysticmme,1,Other,Olive,Not Sure,Brown,Other,Other,Blue,30-35,26
80,1294,La Roche-Posay,22,Sunscreen,0,30275,"Anthelios XL ,SPF 60+",4,"Least terrible sunscreen I&#039;ve used so far, but I&#039;m *really* not a fan of sunscreen to begin with.  Cons: Very shiny.  Needs blotting by noon.  

Pros: Moisturising.  No clogs (and I have huge pores).  Mixes with my foundation well.  Doesn&#039;t run.  I never tan wearing this and it&#039;s very easy to wash off.  Lastly, I&#039;ve been using it for about 1 year now - the first I&#039;ve been willing to use up before trying something new.  Definately willing to come back to this, and I&#039;ll stick with LRP line to try for better.",2013-04-06T00:34:00.000Z,2470682,thumb/h/145/7_8_4_9_1295366.JPG,geekyn00b,0,Normal,Fair-Medium,Not Sure,Brunette,Wavy,Medium,Blue,36-43,28
80,1294,La Roche-Posay,22,Sunscreen,4,30275,"Anthelios XL ,SPF 60+",2,"After rave reviews by a few online gurus I was surprised how much I dislike this product.  It sits in my drawer and every few months I try it again, to use it up.  Each time...
- It feels very heavy and oily
- It aggravates my skin and promotes breakouts
- It make MOLES GROW!  Yes, there&#039;s something so irritating in this stuff that a few days use will make small moles react to it and start to increase in size. Not good at all!!!
- I definitely cannot use it near my eyes without its oily formula migrating and causing irritation, plus it makes my under-eyes puffy, even though it&#039;s a &quot;face and body cream&quot;.
:(",2012-09-11T01:43:00.000Z,2364071,thumb/h/145/7_8_4_9_1295366.JPG,Delilabee,6,Normal,Fair-Medium,Warm,Brunette,Wavy,Fine,Brown,36-43,37
80,1294,La Roche-Posay,22,Sunscreen,1,30275,"Anthelios XL ,SPF 60+",1,"For a company with such reputation, this product is like Elmer&#039;s glue, even it says non-greasy, ultra comfort, yak yak yak etc. Applied on my freshly cleansed dry skin, about 1/3 teaspoonful on face &amp; neck, some 20-30 minutes later, the skin was still tacky; this inaddition with the humidity &amp; warm sweaty weather, my face will be like a Venus Fly Trap. I wouldn&#039;t even use it on my arms.",2012-05-20T19:05:00.000Z,2301780,thumb/h/145/7_8_4_9_1295366.JPG,Hawko,2,Dry,Fair-Medium,Warm,Brunette,Straight,Coarse,Brown,44-55,778
80,1294,La Roche-Posay,22,Sunscreen,1,30275,"Anthelios XL ,SPF 60+",2,"I bought this sunscreen for the high SPF because I am very fair and burn quite easily.  I found this product too greasy for my oily skin. It was hard to spread and it did not sink into my skin and it felt like a mask. The next day I had bumps on my forehead. Thankfully Shoppers Drug mart let me exchange it for a different sunscreen.  I bought Avene Lait 40 SPF this time (see my review for Avene).  Bottom line, this La Roche sunscreen is a bit too greasy for the face, but I am sure if you are on the dry side, it would be ok, but only if you add some powder over top.  ",2012-03-15T16:28:00.000Z,2262990,thumb/h/145/7_8_4_9_1295366.JPG,carissa10,1,Oily,Fair,Not Sure,Black,Other,Other,Hazel,44-55,2
80,1294,La Roche-Posay,22,Sunscreen,0,30275,"Anthelios XL ,SPF 60+",5,"This is my fave ever ss.

It is thick and shiny and moisturizes my skin and makes it look amazing.  It doesn&#039;t flake off like the neutrogena.  I like the texture alot and the sun protection really really works. 

It lasts on the skin.

It FEELS great.

I fully plan to repurchase. ",2011-06-11T12:37:00.000Z,2093725,thumb/h/145/7_8_4_9_1295366.JPG,noname101,0,Acne-prone,Fair-Medium,Cool,Black,Wavy,Medium,Brown,25-29,195
80,1294,La Roche-Posay,22,Sunscreen,2,30275,"Anthelios XL ,SPF 60+",5,"Best sunscreen I&#039;ve ever used. I thought the price was a bit high, but I&#039;ve been searching so hard for a good sunscreen that it&#039;s definitely worth it. 

My skin and the sun do not get along. I have to have a very high SPF or I&#039;ll burn almost instantly. Most sunscreens also break me out terribly though, and leave my skin with a greasy film, and that sunscreen smell. I can&#039;t stand the texture and smell of 90% of the sunscreens out there. 

Never burned when using this, not once. It melts into my skin, and I can wear makeup over it without any problems. I&#039;ve been using it for 3-4 months and so far no breakouts. It only feels like sunscreen for a few minutes, and eventually just blends into my skin, without leaving behind any smell or visible clue that I&#039;m wearing it. I just love it. And I can actually use the amount I need without feeling like I&#039;m loading it on (tablespoon for face, shot glass for body) because it absorbs so well. 

My skin is very happy with this :)",2011-03-13T21:18:00.000Z,2030595,thumb/h/145/7_8_4_9_1295366.JPG,kittybearchiyo,2,Oily,Fair,Cool,Brunette,Wavy,Fine,Green,Under 18,56
