totalResults,brandId,brandName,categoryId,categoryName,helpful,productId,productName,rating,review,reviewDate,reviewId,thumbnail,userName,votes,skinType,skinTone,skinUndertone,hairColor,hairType,hairTexture,eyeColor,ageRange,reviews
426,308,Neutrogena,22,Sunscreen,2,19626,Ultra Sheer Dry-Touch Sunblock SPF45,4,"This stuff is pretty good in my opinion.

1) Effectiveness: I had a period 2 summers ago where I became really sensitive to electricity and couldn&#039;t stay in my house (long story), so I basically spent an entire summer in the park under blazing hot sun morning to evening (30 degree C +). I applied this product once in the morning at about 7 am and did not usually reapply at all. My skin is fairly light and thin but prone to tanning, not so much burning. I ended up with a deep tan but next to no sunburns. Two years later I note that I have some sun damage on the side of my face that was exposed to more sun, plus some solar keratoses on the side of my face. So, basically the sunscreen didn&#039;t protect completely but it did a fairly good job.

2) Consistency: It is a bit thick and therefore hard to spread and goes on greasy, but the greasiness sinks in fairly quickly so it&#039;s no big deal. IDK if the formula has changed lately because the one I got this year feels thicker. Anyway I mix it with moisturizer to improve spreadability. The sunscreen I found is actually moisturizing on its own so I had no need for moisturizer after using it as far as hydration went.

3) Stinging and breakouts: none whatsoever.

Overall, I am still looking for a more lightweight sunscreen that will do what this does (maybe with a higher SPF), but until I find it this is a pretty good alternative.",2019-05-30T22:43:35.000Z,3054708,thumb/h/145/7_1_7_3_1169021.JPG,erinro,2,Dry,Fair-Medium,Unknown,Brown,Unknown,Unknown,Blue,36-43,20
426,308,Neutrogena,22,Sunscreen,0,19626,Ultra Sheer Dry-Touch Sunblock SPF45,3,"I know everyone has been raving about this product but idk it is it just me or this doesn&#039;t protect me from rays??!! I used it in the morning before I went to class. I walked to class btw so I was exposed to the sun and I live in a country with summer all year (we don&#039;t have 4 seasons). At night when I came back, I noticed slight sunburn/tan on my face. So idk I might not be applying it properly tho",2017-08-02T04:35:00.000Z,2977079,thumb/h/145/7_1_7_3_1169021.JPG,ninajae,1,Oily,Medium,Unknown,Black,Unknown,Unknown,Black,19-24,5
426,308,Neutrogena,22,Sunscreen,1,19626,Ultra Sheer Dry-Touch Sunblock SPF45,4,"Ive been using this for 3 years now. There was sometime in the middle of those years i didnt use ang sunblock because i was too lazy. So before my face was normal to dry and this worked wonders on me, my face now is more to the sensitive dry side and it does feel a bit greasy at first but just dab the residue a little and it all feels like 3 years ago again.",2016-10-16T12:48:00.000Z,2923613,thumb/h/145/7_1_7_3_1169021.JPG,Syuuu,1,Sensitive,Olive,Unknown,Black,Unknown,Unknown,Black,25-29,7
426,308,Neutrogena,22,Sunscreen,2,19626,Ultra Sheer Dry-Touch Sunblock SPF45,5,"As a person with oily skin I&#039;ve been searching for a good sunscreen that won&#039;t leave me looking shiny and greasy an hour after applying. This stuff is it. I apply this sunscreen, top with primer, then dust my face in loose powder and have no problem staying matte for the majority of my day. Highly recommend this stuff. ",2016-08-23T14:32:00.000Z,2913105,thumb/h/145/7_1_7_3_1169021.JPG,coolbeans83,2,Oily,Fair-Medium,Unknown,Blond,Unknown,Unknown,Green,19-24,10
426,308,Neutrogena,22,Sunscreen,2,19626,Ultra Sheer Dry-Touch Sunblock SPF45,5,"I LOVE IMAGE BRAND&#039;S OILY SKIN SUNBLOCK WITH ZINC OXIDE BETTER, BUT THIS PRODUCT IS EXCELLENT FOR OILY, ACNE-PRONE, SENSITIVE, AND COMBINATION SKIN. USE IT THREE TIMES PER DAY EVERYDAY, AFTER CLEANSING, IF POSSIBLE. THE SLIGHT CHALKY, WHITISH TINT CAN BE FIXED WITH PUR 4 IN 1 TINTED MOISTURIZER/FOUNDATION OVERTOP IT. I ALSO PREFER NEUTROGENA&#039;S TINTED MOISTURIZERS, SKIN CLEARING AND MINERAL MAKEUP LINES.",2016-04-29T13:57:00.000Z,2886857,thumb/h/145/7_1_7_3_1169021.JPG,COLORADOMOM38,3,Sensitive,Olive,Unknown,Black,Unknown,Unknown,Brown,36-43,8
426,308,Neutrogena,22,Sunscreen,2,19626,Ultra Sheer Dry-Touch Sunblock SPF45,1,"If you have dry skin, this may not be for you! First off, let me just say, that I have dry skin. I also use Retin A, which dries my skin out further. This was the worst sunscreen that I&#039;ve ever used. Literally 5-10 minutes after application, dry, flakey, and peely spots/areas would pop up around my mouth and chin, around my nostrils, and high up on my cheeks under my eyes. The only thing decent about this sunscreen is the packaging, which is standard squeeze tube packaging. I actually went through a whole other tube of this and a quarter of a new one. I had to exchange the new tube. Even when I didn&#039;t apply any foundation or concealer, it would dry out my skin. And then on top of that, accumulated dryness after using for 3 or 4 days in a row, would just make my face/skin feel and look like the desert! It is just horrible. This also prevented me from being able to use a lot of different foundations, because I actually thought it was the foundation drying my face out. One tube does last a long while. It did protect my face/skin from any sun/burning etc. It did not cause a white cast after application. It sinks in the skin very well, and it doesn&#039;t feel greasy. It did not cause any breakouts. The price on this is great. I just could not deal with the excessive dryness that it caused. If you have oilier skin, then this may work. I just find it so much easier to buy a sunscreen from a store that I can actually see, feel, test, etc, so I didn&#039;t venture outside of the drugstore. I exchanged this for Aveeno Active Naturals protect + hydrate sunscreen lotion broad spectrum spf 50 for face. It is working very well, so far (*knock on wood*). Like I said, if you naturally have dry skin, this very well may not work. I will never try or use this again, and I just can&#039;t recommend it based on my experience with it.
*EDITED TO ADD*
I highly agree with a previous review that this irritates my eyes very badly! I take precaution when applying around my eyes, but despite being very careful, this burns and irritates my eyes badly! I&#039;ve never had this problem with other sunscreens, like I have had with this one. I even tried applying it with a concealer brush, and a minute later, burning/stinging, redness, and irritation occurs just the same. I would try using relieving eye drops. The drops helped for a split second, but then it just mixed with the sunscreen and made the irritation even worse. My eyes looked horrible. ",2016-04-20T21:46:00.000Z,2884638,thumb/h/145/7_1_7_3_1169021.JPG,JKimber,2,Dry,Fair-Medium,Cool,Brunette,Straight,Medium,Blue,30-35,62
426,308,Neutrogena,22,Sunscreen,0,19626,Ultra Sheer Dry-Touch Sunblock SPF45,4,Very nice sunscreen. Very nice finish. But sometimes it stings my face a bit. So I&#039;d rather try something else once I run out of this. ,2016-04-16T19:43:00.000Z,2883522,thumb/h/145/7_1_7_3_1169021.JPG,kittycow,0,Combination,Olive,Warm,Red,Wavy,Fine,Green,19-24,36
426,308,Neutrogena,22,Sunscreen,2,19626,Ultra Sheer Dry-Touch Sunblock SPF45,2,"  I bought this because the Ultra Sheer SPF 30 has been my go-to drugstore sunscreen for a few years now, so I figured why not bump the SPF up a little bit? Oh no-they are surprisingly dissimilar. The active ingredients are the same four chemical sunscreens, with the percentages tweaked a bit, but the base is different. The SPF 30 is decent cosmetically, leaving a sheen on the face but no white cast. This one is really, really white in a way I&#039;ve never seen from a non-physical sunscreen before. 
  It is really difficult to rub in without leaving streaks. But even when I finally got it to rub in completely, it left a terrible, ghostly blue-white cast.  I caught sight of myself in a mirror under bright store lighting, and I looked ill. The ghostly look does not fade through the day as with other sunscreens. It somehow compounds and gets worse. Really, I could have been in a play about consumption, because by evening time I looked sickly. 
  This may be worth a try if you wear a full face of makeup, but for bare skin days, I just don&#039;t see how it could ever work. ",2016-04-13T08:39:00.000Z,2882637,thumb/h/145/7_1_7_3_1169021.JPG,hannahgrace,2,Dry,Fair,Cool,Red,Curly,Coarse,Green,36-43,18
426,308,Neutrogena,22,Sunscreen,0,19626,Ultra Sheer Dry-Touch Sunblock SPF45,4,"I love this sunscreen and it&#039;s the first thing I apply whenever I get out during the summer mornings. I personally found it to be effective in blocking sun rays, especially around the facial areas. It also makes the face look glowy and soft on application which is why it&#039;s my alternative to make up or maybe for days where I don&#039;t feel like having anything on my face. I personally don&#039;t recommend this to be used as a body lotion though as it takes up a lot of the cream if you were to use it all around your body. Because of this reason, I rank it slightly less than a 5. ",2016-03-11T12:57:00.000Z,2873462,thumb/h/145/7_1_7_3_1169021.JPG,Savvydoll,0,Oily,Medium,Unknown,Brunette,Unknown,Unknown,Black,19-24,1
426,308,Neutrogena,22,Sunscreen,0,19626,Ultra Sheer Dry-Touch Sunblock SPF45,5,"The fact that this doubles as a primer for foundation due to its texture is the reason I&#039;m giving it 5 stars. It reminds me of the Monistat Chafing Relief Powder Gel, which is awesome stuff. Honestly, it beats out some of the more expensive primers in my stash, like Smashbox Photo Finish, Sephora Smoothing Primer, and MUFE HD Primer. 

I like those, but honestly, the texture of this *WILL* go much further in preventing your foundation from settling into fine lines and wrinkles. It seems to make foundation look a bit softer and almost hazy, like antiaging foundations promise to do. So if you want to see what those foundations are like, just use this under your regular foundation and it will give you the same effect. As usual, just wait 5 minutes for the sunscreen (primer) to settle before you apply foundation.

Of course, the main purpose of this is to protect skin from sun damage and signs of early aging, and it does a really great job of that, too. It&#039;s just nice to know that this serves more than one purpose. So for those of you who (like me) don&#039;t necessarily trust the SPF in foundations or buy the kinds without it, give this a try. I hope you love it as much as I do, because this squeeze tube lasts a really, really long time if you only use it on your face.

",2016-03-11T12:09:00.000Z,2873449,thumb/h/145/7_1_7_3_1169021.JPG,pixietrixie,0,Dry,Medium,Warm,Brown,Straight,Medium,Brown,30-35,272
