totalResults,brandId,brandName,categoryId,categoryName,helpful,productId,productName,rating,review,reviewDate,reviewId,thumbnail,userName,votes,skinType,skinTone,skinUndertone,hairColor,hairType,hairTexture,eyeColor,ageRange,reviews
156,355,Paula's Choice,22,Sunscreen,3,164554,RESIST Super-Light Daily Wrinkle Defense Broad Spectrum SPF 30 - Normal/Oily/Combination Skin,5,"This SPF is great! I had been on the hunt for a good SPF for months, if not years. Previously I used the Tarte Tarteguard SPF, it was ok but it had a strong scent and made me too dewy. This one checks all my boxes, it&#039;s light, does not break me out, unscented, high enough SPF, doesn&#039;t make me overly dewy, or overly matte, wears well under makeup, is moisturizing, and has added skincare benefits! Would recommend if you&#039;ve been on the hunt for an everyday SPF like I was.",2019-06-21T16:14:18.000Z,3056030,thumb/h/145/1_1_8_1_3560186.JPG,kmccandless,5,Very Dry,Fair,Unknown,Blond,Unknown,Unknown,Blue,25-29,2
156,355,Paula's Choice,22,Sunscreen,2,164554,RESIST Super-Light Daily Wrinkle Defense Broad Spectrum SPF 30 - Normal/Oily/Combination Skin,4,"I&#039;ve bought quite a few tubes of this throughout the years - was never fully satisfied but wasn&#039;t dissatisfied either.
I have combination skin and strangely this seems to make the oily parts oilier and the normal ones drier, not sure how or why.
I sticked to it due to the consistency and overall airbrushed look that I got from it. Am not sure I&#039;m going to repurchase, tho. I&#039;ve gotten into my Korean/Japanese skincare phase and they seem to have a wider range/more alternatives. 
",2019-03-23T05:30:00.000Z,3047781,thumb/h/145/1_1_8_1_3560186.JPG,adrienn99,2,Other,Other,Unknown,Other,Unknown,Unknown,Other,36-43,15
156,355,Paula's Choice,22,Sunscreen,5,164554,RESIST Super-Light Daily Wrinkle Defense Broad Spectrum SPF 30 - Normal/Oily/Combination Skin,5,"This is absolutely the best PC SPF moisturizer for oily and combo skin. Maybe normal to dry skin too if you are using moisturizing serums or boosters under it.
Due to my laziness, I thought PC&#039;s only mineral SPF sunscreens were the Calm Redness Relief ones. The truth is PC has 4 mineral sunscreens:  This Resist Super light wrinkled defense, Calm Redness normal to oily, Calm redness normal to dry, and the new Essential Glow defense red one.
I first tried the Calm Redness relief ones. The normal to dry felt great and was very moisturizing, but often left a greasy look on my face that would take hours to fade. After 3-4 hours it was perfect, but the initial greasiness was unpleasant. The calm normal to oily was fine except it left a horrible white cast, even hours later.
However, the super light daily wrinkle defense does it just right. It is a totally matte finish, but not drying. The tint covers imperfections but it doesn&#039;t feel like makeup. ",2019-01-05T18:16:00.000Z,3040475,thumb/h/145/1_1_8_1_3560186.JPG,retinoladdiction,6,Combination,Medium,Unknown,Black,Unknown,Unknown,Brown,30-35,52
156,355,Paula's Choice,22,Sunscreen,2,164554,RESIST Super-Light Daily Wrinkle Defense Broad Spectrum SPF 30 - Normal/Oily/Combination Skin,4,"It was a bit of a journey for me with this one. The first time I tried it it dried my skin and oxidized my mineral powder foundation and turned my face orange. So if you use heavy-ish foundation that will probably be an issue with this moisturizer. 

I am very very acne prone and surprisingly I had no problems with this silicone-full formula, which encouraged me to look for ways to use the product. The ultimate solution was to use an Asian-style toner/lotion like Hada Labo first (plus a doze of mist) and seal it with this moisturizer. This left my skin both hydrated and protected throughout the day. I don&#039;t use foundation any more, just some concealer and light powder on top and this way makeup oxidization in not an issue any more. The ultimate test will be how this product fares in cold windy winter. 
PS. I use this moisturizer and the Hada Labo lotion around my eyes as well instead of a separate eye cream and the results are amazing: concealer doesn&#039;t crease as much and my milia was also reduced. ",2018-09-11T09:36:00.000Z,3029543,thumb/h/145/1_1_8_1_3560186.JPG,Sashaaaa,2,Combination,Fair,Unknown,Brunette,Unknown,Unknown,Brown,36-43,16
156,355,Paula's Choice,22,Sunscreen,3,164554,RESIST Super-Light Daily Wrinkle Defense Broad Spectrum SPF 30 - Normal/Oily/Combination Skin,3,"This was a light formula &amp; the color worked well for my fair skin, but unfortunately this caused me large white head pimples on my cheek. I did not experience any other irritation. I am thankful I only bought samples!",2018-08-12T18:25:00.000Z,3026164,thumb/h/145/1_1_8_1_3560186.JPG,Lorel1,3,Combination,Fair,Not Sure,Brunette,Other,Other,Green,36-43,139
156,355,Paula's Choice,22,Sunscreen,0,164554,RESIST Super-Light Daily Wrinkle Defense Broad Spectrum SPF 30 - Normal/Oily/Combination Skin,5,"I keep finding myself coming back to this moisturiser. It&#039;s soothing, even for my sensitive skin, blends in naturally and has a great SPF.

My only complaint is that it really is light, and I usually need to apply a moisturiser underneath. ",2018-06-06T15:39:00.000Z,3018907,thumb/h/145/1_1_8_1_3560186.JPG,missmelanierose,0,Combination,Fair,Neutral,Brunette,Curly,Other,Green,30-35,66
156,355,Paula's Choice,22,Sunscreen,1,164554,RESIST Super-Light Daily Wrinkle Defense Broad Spectrum SPF 30 - Normal/Oily/Combination Skin,5,The best!,2018-05-27T14:15:00.000Z,3017724,thumb/h/145/1_1_8_1_3560186.JPG,SheryllovesPC,8,Acne-prone,Fair-Medium,Neutral,Blond,Wavy,Fine,Blue,36-43,9
156,355,Paula's Choice,22,Sunscreen,4,164554,RESIST Super-Light Daily Wrinkle Defense Broad Spectrum SPF 30 - Normal/Oily/Combination Skin,5,"My HG moisturiser with SPF! I have sensitive, oily, acne-prone skin. This is the only SPF that doesn&#039;t break me out or adds to my oiliness during the day because of its super light formula. The package is a simple squeeze tube, nice to travel with but nothing fancy. The only downside is that you can&#039;t see how much is left. I really don&#039;t want to go without, so I always have a backup. It has a very sheer tint (beige) to it, so you have to shake it before use. I think so the pigment is distributed well through the formula. I am a NW15-20 in Mac and it suits my skin tone perfectly, I honestly don&#039;t even see it on my face. However, if you are much lighter or darker, it might leave a dark or white cast. The smell is okay, kind of nutty, but it disappears upon application. I choose this because it is a physical sunscreen, whithout any nasty filters like oxybenzone. Makeup applies nicely on top, no pilling or slipping. It doesn&#039;t feel heavy or sticky, but I do always set my face after makeup with a powder.
I have never been burned when wearing this, but I prevent getting my face for a prolonged time in the sun anyway. It is kind of pricey, but good SPF is the cornerstone of any skincare regiment so I don&#039;t mind paying a bit extra. Will continually rebuy for I have not find a better (or similar!) replacement and don&#039;t expect to find it anytime soon. SPF30 without &#039;bad&#039; filters, alchohol or other irritating ingredients is rare, so I stick with my favorite! (My only wish is that they make a SPF50 version...)",2018-05-07T07:59:00.000Z,3015300,thumb/h/145/1_1_8_1_3560186.JPG,eefie,4,Oily,Fair,Cool,Blond,Straight,Fine,Blue,36-43,44
156,355,Paula's Choice,22,Sunscreen,2,164554,RESIST Super-Light Daily Wrinkle Defense Broad Spectrum SPF 30 - Normal/Oily/Combination Skin,3,"Unfortunately too visible on my NC/NW 15 skin.  I have hormonal adult acne and melasma, so I need high daily spf that won&#039;t increase my acne...

A &quot;shake-well&quot; formula, a thin fluid that is quite easy to spread. The consistency is fine, but my problem  is that it feel like it sits on the top of the skin.... I guess all mineral sunscreens do that, but you don&#039;t always &quot;feel&quot; them. When i touch the face i can feel it&#039;s there... 

It also gives that typical mineral look after a while - just as mineral makeup can do especially on scarred and blemished skin - a floating tinted residue....

It contains a lot of silicones- on a normal/mixed skin I think this could work perfectly as a primer under makeup.  My skin usually breaks out by silicones so I didn&#039;t care to use the whole tube up.

Summary; really good formula for maybe mixed skin darker than NW/nc  15 and that does not have active acne.",2018-04-21T10:07:00.000Z,3013216,thumb/h/145/1_1_8_1_3560186.JPG,Tindra78,2,Acne-prone,Fair,Cool,Brunette,Straight,Fine,Brown,36-43,212
156,355,Paula's Choice,22,Sunscreen,2,164554,RESIST Super-Light Daily Wrinkle Defense Broad Spectrum SPF 30 - Normal/Oily/Combination Skin,5,"I love this sunscreen/moisturiser combo! I have combination skin which runs combination/oily in the summer, and this is the first sunscreen which doesn&#039;t leave my skin with either a grey/white cast or feeling super greasy. It is as light as it says, does dry matte (doesn&#039;t make my skin look dull, just natural) and stays on all day - I&#039;ve never burnt in this (note: I have medium skin and am not prone &quot;lobstering&quot; in the sun). The only slight drawback is the price - it&#039;s not cheap but it works well so I pay the money through slightly gritted teeth. 
 ",2018-01-05T07:44:00.000Z,2998657,thumb/h/145/1_1_8_1_3560186.JPG,LauraH77,3,Combination,Fair-Medium,Warm,Brunette,Straight,Fine,Blue,25-29,4
