totalResults,brandId,brandName,categoryId,categoryName,helpful,productId,productName,rating,review,reviewDate,reviewId,thumbnail,userName,votes,skinType,skinTone,skinUndertone,hairColor,hairType,hairTexture,eyeColor,ageRange,reviews
321,112,CLINIQUE,22,Sunscreen,3,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,5,"This is one of my must haves.  Has some great ingredients and really moisturising.  Makes a nice base for make up.  Packaging also very good to ensure ingredients do not connect with air.

Don’t be put off by the beige colour as it amounts to nothing (on me).  

I always repurchase.",2018-08-24T02:37:00.000Z,3027497,thumb/h/145/1_1_8_1_3524588.JPG,Nuoyg,3,Normal,Fair,Unknown,Brunette,Unknown,Unknown,Blue,36-43,12
321,112,CLINIQUE,22,Sunscreen,2,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,4,"A product I&#039;ve been using for at least 10 years, probably closer to 15. I have fair, sensitive skin with a touch of rosacea - it burns easily and I can tan pretty well, with freckles. A really superb product for coverage, SPF and non-clogging, non-greasy protection that has really protected my skin well over the years - not just sun protection, which is the most important protection, but it is called &quot;Citiblock&quot; because it works like a foundation, too - not as pretty or smooth without precise colour matching - but they have improved their formulations over the years and this provides a balance of good coverage, protection, and almost-a-foundation that I just put makeup over. No chemical smell, although I have noticed that if you rub your eyes, you will feel it sting (the chemicals are there but are &quot;low dosage&quot;). Not a 100% physical block, but a combination that is really non-irritating and provides better sun coverage than most products I&#039;ve tried. I am a fan of Clinique mascaras and this product and almost never buy other Clinique products. But this product stands out, especially for fair, sensitive skin. Have lost count of how many times I&#039;ve repurchased.",2018-08-20T14:54:00.000Z,3027033,thumb/h/145/1_1_8_1_3524588.JPG,TorontoShopper,2,Other,Fair,Unknown,Brunette,Unknown,Unknown,Brown,36-43,8
321,112,CLINIQUE,22,Sunscreen,1,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,4,"The CLINIQUE Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40 is a nice sunscreen option for those looking for a sunscreen that is a mineral and chemical hybrid.  This sunscreen has a slight tint to it and because of that tint it really doesn&#039;t have any of the white cast that so many mineral sunscreens have.  I like that this sunscreen has an SPF level of 40, which is above the traditional SPF 30 that many sunscreens have.  This has many different antioxidants included which is good to see.  There is one citrus ingredient so if you have very sensitive skin this might be a pass, I didn&#039;t have any issues with it.  This sunscreen works well under makeup and never looks greasy or oily.  I would repurchase this again in the future.  My video review and swatch can be seen here:  <object onclick=""ga('send', {hitType: 'event',eventCategory: 'Ajax Interaction',eventAction: 'PlayVideo',eventLabel: ''});"" width=""360"" height=""320""><param name=""movie"" value=""https://www.youtube.com/v/upeC4006Bqw""><param name=""wmode"" value=""transparent""><embed src=""https://www.youtube.com/v/upeC4006Bqw"" type=""application/x-shockwave-flash"" wmode=""transparent"" width=""360"" height=""320""></object>",2018-05-25T12:20:00.000Z,3017451,thumb/h/145/1_1_8_1_3524588.JPG,noBSbeauty,1,Dry,Fair-Medium,Not Sure,Brown,Other,Other,Brown,25-29,699
321,112,CLINIQUE,22,Sunscreen,1,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,2,"I am quite pale and this made my face look a lot darker than my neck, I didn’t  realise at first but as the day went on it started to look darker - made me feel a bit self conscious! Plus I have a feeling it has clogged my pores a bit and I have Rosacea - not the best mix....Clinique need to make a physical sunscreen, still not sure how I feel about them as a company. Yes they don’t use fragrance but I don’t think they use the best ingredients in their skincare ",2018-05-05T16:52:00.000Z,3015089,thumb/h/145/1_1_8_1_3524588.JPG,Georgie2013,1,Sensitive,Fair-Medium,Neutral,Brunette,Wavy,Coarse,Brown,25-29,30
321,112,CLINIQUE,22,Sunscreen,0,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,5,Just ordered my second tube. I&#039;ve been on the lookout for a good sunscreen that doesn&#039;t cause shininess or sting my eyes that&#039;s also affordable. This fits the bill. I had been using Obagi matte sunscreen and found it inconvenient to order and expensive.  I like the way this smooths my skin and looks under my cc cream while providing sun protection. Will continue to use. Buying during bonus time is an additional perk. ,2018-02-10T20:26:00.000Z,3003938,thumb/h/145/1_1_8_1_3524588.JPG,joannafthompson,0,Acne-prone,Unknown,Unknown,Brunette,Unknown,Unknown,Green,44-55,14
321,112,CLINIQUE,22,Sunscreen,3,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,4,"One of the sunscreens that i&#039;ve used and am satisfied with. It&#039;s non sticky, absorbs rly fast. And the tint is very subtle. Does not have a strong scent like most sunscreens. great formula that sits on top of moisturizers and beneath makeup rly well. One thing is i find that when i apply makeup straightaway after super city block, the makeup goes on nicely. But if i wait for half an hour before putting on makeup, when i put makeup on it will start to flake. ",2017-11-10T11:48:00.000Z,2991544,thumb/h/145/1_1_8_1_3524588.JPG,moomooreviews,3,Normal,Fair-Medium,Warm,Black,Relaxed,Medium,Black,19-24,209
321,112,CLINIQUE,22,Sunscreen,6,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,4,"I like but don&#039;t love this. This is a sunscreen with both physical and chemical blockers (Zinc 9.6%, Titanium dioxide, Octinoxate, Octisalate) that also has antioxidants. It feels a bit heavy on at the get-go, but the feeling does go away. It&#039;s also quite soothing because of the zinc and anti-inflamatory ingredients it has, like Licorice Root.  It has a nice faint, but sweet smell.

It has to be applied twice a day at least because it breaks down somewhat. You are supposed to do that anyway with sunscreen, but with this one you HAVE to or risk looking caky/dried out at the end of the day.

This goes on better on top of moisturized or slightly damp skin (more slip). It leaves a noticeable but not horrible glowy beige cast on my NC 42 Skintone that I easily remedy by dusting some powder over top. Lighter skintones will find this can pass as a light coverage bb cream. If you are acne-prone and on a budget, id suggest the Maybelline Super Stay Better Skin Powder. It&#039;s smoothing and has a nice light coverage; it doesn&#039;t break me out either.

As I said, it has a sheen but it&#039;s not unworkable and I say that having oily skin. It&#039;s not a greasy sunblock. On days where my skin is more normal it feels very mattifying and I HAVE to prep with moisturizer (Clinique Moisture Surge). 

Its a sunblock so I have to apply makeup on top with a sponge. Id avoid very matte foundations with it because it can make them look extra dry and crack/gather weird.

I would repurchase but its not HG.

Pro&#039;s:
+Affordable and accessible
+ Soothing (doesn&#039;t sting/anti-inflammatory)
+Safe to  use around eye area
+Mix of physical and chemical blockers
+Tinted
+Doesn&#039;t feel too heavy or greasy
+Has antioxidants
+Sanitary packaging

Cons
- Clogs my pores a little (not a lot, mainly around my nose. Happens to me with all Mineral spf)
- Only comes in a golden beige tint (My skintone is NC42), so It makes me look a bit pale.
-Doesnt play well with  my velvet matt finish  liquid makeups
-Its slightly tacky at first, though it ends up setting and feels soft.

",2017-09-12T18:51:00.000Z,2983320,thumb/h/145/1_1_8_1_3524588.JPG,Juno77,6,Acne-prone,Medium Brown,Warm,Black,Wavy,Medium,Brown,30-35,345
321,112,CLINIQUE,22,Sunscreen,3,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,5,i love love this..ive been using this for the past 3yrs and i regret not doing it earlier. i hv sensitive oily combo skin prone to break out and this doesnt hv any negative effect at all no stinging no buring no itching no breaking out spread nicely and absorbed quickly. i used it alone in the morning when driving kid to school then later under my makeup. its oil free can be a bit drying i need moisturizer under it ,2017-05-30T18:57:00.000Z,2966746,thumb/h/145/1_1_8_1_3524588.JPG,Veronicasie,3,Sensitive,Fair-Medium,Unknown,Brown,Unknown,Unknown,Brown,44-55,4
321,112,CLINIQUE,22,Sunscreen,3,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,5,"A real game changer in my skincare routines. 

No matter what you put on your face at night to treat/heal your skin with all your powerful treatment serums or night creams, it&#039;s all useless until you protect your face during the day.

Formulated with variety of antioxidants that treats your skin while protecting it. I also learned that it has the best ingredients - Vitamin C and E, which helps to heal and lighten scar from the previous breakout, and gradually even out my skin tone. Been using it for 2 years now, and very happy with the result. 
",2017-02-20T02:02:00.000Z,2947650,thumb/h/145/1_1_8_1_3524588.JPG,ElmizaMcQueen,3,Acne-prone,Medium,Warm,Black,Straight,Medium,Black,30-35,36
321,112,CLINIQUE,22,Sunscreen,5,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,3,"Lovely texture. Nice dewy healthy look on the face. Packed full of good ingredients. SPF40 is nice.
Unfortunaly it&#039;s WAY too dark for me. It says it fits all skin tones - of course that&#039;s not true. It looks ridiculous when I put it on, since it&#039;s so much darker than my skin tone.
Price is resonable for a cream of this quality imo. I wish this could be my everyday go-to cream.

Clinique: please make an untinted version! You&#039;d have many more loyal customers.   ",2017-01-25T22:47:00.000Z,2942674,thumb/h/145/1_1_8_1_3524588.JPG,euin,5,Sensitive,Fair,Unknown,Brunette,Unknown,Unknown,Brown,25-29,8
321,112,CLINIQUE,22,Sunscreen,2,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,5,"THIS is my Mothers Holy Grail and she has the most AMAZING skin I have seen on any human. I am absolutely IN LOVE with this product. It provides protection, is lightweight and  an excellent amount of light coverage. For those who have Acne prone skin and cannot find a suitable sunblock that will not cause you to break out -THIS is what you need. I would repurchase this over and over again, because it is SO worth it. I like to use this either bare on my skin or after I apply some primer. ",2016-09-03T16:13:00.000Z,2915435,thumb/h/145/1_1_8_1_3524588.JPG,Smushball,2,Combination,Tan,Unknown,Brunette,Unknown,Unknown,Brown,19-24,3
321,112,CLINIQUE,22,Sunscreen,2,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,3,"The reason I would not rebuy this product is because it makes my skin look DULL. It is pigmented and it is too light a colour for me.

I disagree with the user instructions.
1) I believe my skin felt tight if I used this alone on bare skin- it is mattifying and drying so moisturiser should be put on first.
2) I would use this over my makeup NOT under to get the maximum SPF benefit from it.
3) I would not use this as a makeup primer- there are many better primers than this

I would use this as a top layer for SPF protection and SPF 40 is good.
I like the compact tube with small hole so sensible amounts can be dispensed. 
The silver on the packaging and lid provides a badly needed style update to the ugly retro 70s packaging. 

",2016-08-22T18:27:00.000Z,2912903,thumb/h/145/1_1_8_1_3524588.JPG,Hermanspottypants,4,Combination,Medium,Not Sure,Black,Straight,Medium,Brown,36-43,182
321,112,CLINIQUE,22,Sunscreen,5,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,5,"My skin type: very pale, very oily, very sensitive, and rosacea&#039;d all over. 

I love this product. That said, the person just below me (via dates posted) made a very good point. This product is much, much too orange for even vaguely pale people. If you are a tanned person then this may be your favorite tinted sunscreen/moisturizer. 

However, this product is also perfect for very pale people with rosacea. The yellow tones perfectly counteract the redness, and the red-all-over look I hate is replaced with a yellow-all-over which is much better. Sure, neither match your pale body but the latter is ironically much more natural looking. 

I only have a foundation of similar not-pale-enough color but I&#039;ll update this review when I find one close to my natural skin tone. I&#039;m hoping the extremely pale will counteract the layer of tan I have laid down. However, if it doesn&#039;t I&#039;m going to settle as using this product as a pure redness-counteractor instead of an all-over primer. 

It isn&#039;t heavy, it doesn&#039;t break me out, the SPF is sufficient, it&#039;s not overly shiny, it could be used as a foundation if you are tan...I would buy this again",2016-07-22T20:34:00.000Z,2906623,thumb/h/145/1_1_8_1_3524588.JPG,MissHalcyon,5,Very Oily,Fair,Unknown,Brunette,Unknown,Unknown,Brown,19-24,2
321,112,CLINIQUE,22,Sunscreen,2,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,3,"First of all, for any pale people who might be reading, this product is not suitable for very pale-skinned individuals who have cool/pinkish undertones. I’m a bit pale even for a redhead, and very cool. Even with a lot of blending and light application, this product looked orange on my skin. I returned it after trying it a couple of times.

There are a lot of good points about it, however. It feels nice and light. It has SPF 40 and very light coverage—sheer, really—which is why I bought it. It resembles a tinted moisturizer, although I’m not sure if it actually claims to be a moisturizer. I didn’t find it terribly moisturizing, but I have some dryness on my face. It can even out colouring somewhat, but I wouldn’t count on it to cover up any significant issues. I wore it on a very hot day with a small amount of translucent powder dusted on top and it stayed quite nice and fairly matte into the late afternoon.

I really wanted to like this product, but again, it just didn’t work because of the colour mismatch. I’m giving it three lippies because of it’s not a bad product otherwise, but I would expect something with 40 SPF to suit a wider range of very pale people.
",2016-07-06T11:35:00.000Z,2903044,thumb/h/145/1_1_8_1_3524588.JPG,TinyYeti,2,Combination,Fair,Cool,Red,Curly,Medium,Blue,36-43,9
321,112,CLINIQUE,22,Sunscreen,1,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,5,"Excellent! I break out when I use sunscreen(and I&#039;ve tried them all) except for this one! This is light and non-drying, yet doesn&#039;t feel oily and has a bit of color in it, so your face still gets a tiny bit of coverage. I have acne and contact dermatitis, and was in even better shape after I had been using it for 4 days, so I will keep wearing this, even if I&#039;m not in the sun. No wierd smell either, so that&#039;s a plus!  Love, love, love it!",2016-06-28T01:01:00.000Z,2901089,thumb/h/145/1_1_8_1_3524588.JPG,craines,1,Acne-prone,Fair,Unknown,Brown,Unknown,Unknown,Brown,36-43,29
321,112,CLINIQUE,22,Sunscreen,1,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,4,I&#039;ve been using this for years and love it. Every once and a while I try something new but I always come back to this.,2016-05-10T22:50:00.000Z,2889688,thumb/h/145/1_1_8_1_3524588.JPG,jnnfrm,1,Normal,Fair,Unknown,Brown,Unknown,Unknown,Blue,36-43,23
321,112,CLINIQUE,22,Sunscreen,1,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,1,"I bought this because I wanted a light, reliable sunscreen that works well under makeup and is suitable for oily skin. 
Unfortunately, this didn&#039;t fit the bill. It felt wrong the moment I applied it, very sticky and greasy. It completely disintegrated my makeup and left my face very shiny. 
As this seemed to last so poorly on my skin, I also don&#039;t think it delivered enough sun protection. I definitely won&#039;t buy this again and was quite disappointed as it was fairly expensive. It&#039;s frustrating because whenever I search for a sunscreen that&#039;s suitable for oily skin, this stuff is sure to turn up. 
Perhaps it works better on other people... ",2016-05-05T08:22:00.000Z,2888342,thumb/h/145/1_1_8_1_3524588.JPG,IwantaTardis,1,Oily,Fair,Warm,Brown,Straight,Medium,Hazel,25-29,4
321,112,CLINIQUE,22,Sunscreen,0,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,2,"This product was way too heavy on me. It is also lightly tinted, but I felt like the tint made the cast on my face look much worse since I have much tanner skin than the tint. I know that SPF usually takes a while to set, but with this product the cast never left my face. I even waited for 20 minutes, went out for an hour long bike ride, and by the time I came back my face was still looking super white casted from this product. I had to return it for this reason.
Some positives are that it didn&#039;t have too strong of a scent like their yellow face sunscreen...that one smells awful. Also, it surprisingly didn&#039;t break me out despite how greasy this was.",2016-04-06T12:43:00.000Z,2880788,thumb/h/145/1_1_8_1_3524588.JPG,achan9100,0,Combination,Tan,Neutral,Black,Curly,Coarse,Brown,19-24,22
321,112,CLINIQUE,22,Sunscreen,0,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,3,"This used to be my very old HG product. However, I started disliking it when somehow its flakes and does not blend well . I&#039;m not sure its it due to my moisturizer  therefore I stopped using it. its also quite expensive as well. has 2 types of spf range.",2016-01-16T09:49:00.000Z,2857300,thumb/h/145/1_1_8_1_3524588.JPG,Glitterbear,0,Sensitive,Fair-Medium,Not Sure,Black,Straight,Medium,Black,25-29,220
321,112,CLINIQUE,22,Sunscreen,6,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,4,"I&#039;ve used a lot of facial sunscreens and prefer mineral. I settled on Badger tinted Rose SPF 20. Love it. But I&#039;ve noticed that it tends to sting my Retin-A sensitive skin. I&#039;m assuming it&#039;s all of those essential oils. That fact, coupled with me wanting a higher SPF on some days, caused me to search for something new.
Super City Block uses both physical and chemical. It&#039;s pricy for a 1.4 oz tube. Ingredients are good, IMO. Clinique claims, like with most of their products, that it is suitable for sensitive skin so I thought I would try it. The tint is more yellow-toned than pink, FWIW. 
My verdict: Good stuff. Spreads easily. I didn&#039;t experience any balling up. No real smell, and the after feel is just slightly dewy but not greasy. If the finish isn&#039;t matte enough, dust some translucent powder over it, I use LancÃ´me Absolue. This combination is perfect for me, skin looks polished and natural, and it&#039;s what I wear daily. I don&#039;t need much coverage and prefer Supercity over a BB-type cream. When I do want more coverage, I mix it with a liquid foundation and it plays very well. It has a bit of a blurring effect when worn alone, but doesn&#039;t offer any real coverage. It did not irritate my skin in any way. Nor does it sting my eyes. Consistency is that of a thin lotion. The tint works well with my skintone, so I don&#039;t get any ashy results, although tanned or deeper skin tones might? I also don&#039;t use a lot, just about a pea size amount for my face and a bit more for my neck. It can be mixed with foundation to help with color matching, too. I don&#039;t find it super moisturizing, but I don&#039;t care. It&#039;s sunscreen. I use moisturizer underneath as needed. 
They offer a non tinted version, but I actually prefer the tinted, as it functions as my daily &#039;foundation&#039;. The tube is small and fits in my purse, I reapply a few times if I&#039;m going to be out all day. 

Will/have repurchase(d). Add: on my 3rd tube, still love it. 
",2015-09-13T08:58:00.000Z,2825435,thumb/h/145/1_1_8_1_3524588.JPG,aenflex,6,Dry,Fair-Medium,Neutral,Brown,Wavy,Coarse,Brown,36-43,218
321,112,CLINIQUE,22,Sunscreen,4,76243,Super City Block Oil-Free Daily Face Protector Broad Spectrum SPF 40,5,"This contains a generous amount of antioxidants including vitamin C in addition to the high mineral SPF, which means I don&#039;t have to spend additional money on an antioxidant serum.  The mineral SPF is what attracted me to this product.  Chemical sunburns burn my face even if I wait 30 minutes after cleansing.  The only chemical sunscreen that I can wear is the LaRoche-Posay SPF 15 moisturizer, which is excellent but doesn&#039;t have a high enough SPF for my moderately fair skin.  Super City Block works as a primer if you apply a moisturizer under it.  It&#039;s also cheap compared to most department store sunscreen products.  This is a winner as far as I am concerned. ",2015-09-12T18:42:00.000Z,2825315,thumb/h/145/1_1_8_1_3524588.JPG,crawfore,5,Combination,Fair-Medium,Neutral,Other,Curly,Medium,Blue,44-55,91
