totalResults,brandId,brandName,categoryId,categoryName,helpful,productId,productName,rating,review,reviewDate,reviewId,thumbnail,userName,votes,skinType,skinTone,skinUndertone,hairColor,hairType,hairTexture,eyeColor,ageRange,reviews
74,308,Neutrogena,22,Sunscreen,0,74107,Age Shield Sunblock Spf45,2,"REALLY disappointed on this product...worst sunblock lotion everrrr...It rolls..it uneasy to apply. No, I definitely won&#039;t purchase this again!",2012-06-07T20:49:00.000Z,2311613,,maclorie,0,Dry,Fair,Unknown,Brunette,Unknown,Unknown,Brown,19-24,3
74,308,Neutrogena,22,Sunscreen,0,74107,Age Shield Sunblock Spf45,5,"What is everyone talking about? I have never experienced the &quot;pills&quot; or &quot;greasy look&quot; everyone is complaining about. It has never stung my skin and I NEVER PUT IT AROUND MY EYE AREA. The skin around the eyes is the most delicate area on your face. 

When I apply this product, I only use about a dime-sized amount, and I pat it on with my middle and ring fingers only. After that, I apply my moisture in the same fashion, followed by my eye cream.( I don&#039;t wear foundation)

I&#039;ve noticed that my skin looks so much better when I use the sunblock.( I&#039;m so bad. I know you must wear it everyday religiously) 

I will always continue to purchase this product, it&#039;s the best sunblock out there. Oh, and I don&#039;t mind the sunblock smell, it reminds me of the beach and summer days spent by the pool. Love it!",2011-02-01T00:38:00.000Z,1999490,,dainty77,1,Oily,Fair-Medium,Not Sure,Brown,Curly,Medium,Brown,19-24,21
74,308,Neutrogena,22,Sunscreen,0,74107,Age Shield Sunblock Spf45,4,"I&#039;m reading the reviews, and I can&#039;t help thinking some reviewers have this product confused with the &#039;Dry Touch&#039; version. I have both, and the dry touch one is definitely everything people here describe -- awful, pills under foundation, and stings. THIS formula however, while still smelling like sunblock, is perfect on my sensitive skin, and a brilliant base for my MSFN. I honestly don&#039;t think users are thinking of the right product. I knocked off a lippy because of the strong sunblock scent which I detest, but that&#039;s perfectly normal for this kind of product. The Age Shield  formula is fab and I&#039;ll continue to repurchase.",2010-07-19T16:02:00.000Z,1864132,,Lonz,0,Dry,Fair,Neutral,Silver,Wavy,Medium,Blue,30-35,98
74,308,Neutrogena,22,Sunscreen,0,74107,Age Shield Sunblock Spf45,2,"Greasy, rolls into little balls, makes my face/neck break out, stings, burns terribly if it gets anywhere near the eyes.  This is for the regular, NOT the &quot;Dry Touch&quot; Neutrogena Sunblock.  I CAN wear the &quot;Dry Touch&quot; with NO problem.  
Product is O.K. if used on arms, etc.  Overall, I can&#039;t recommend this product and I usually just love Neutrogena.",2010-07-19T03:27:00.000Z,1863789,,crickett85,0,Dry,Fair,Not Sure,Red,Other,Other,Green,44-55,262
74,308,Neutrogena,22,Sunscreen,0,74107,Age Shield Sunblock Spf45,1,"I agree with pretty much everything that&#039;s been said here. Greasy, rolls into little nubs that shed (that&#039;s the worst part), just plain ugh. If your skin even TOUCHES anything else, this stuff rolls up and falls off (or worse, rolls up and sticks to your skin). Gross, gross, gross. Never again.",2010-06-12T16:07:00.000Z,1835287,,arwentheelf02,0,Combination,Fair,Warm,Brunette,Wavy,Fine,Green,19-24,24
74,308,Neutrogena,22,Sunscreen,0,74107,Age Shield Sunblock Spf45,5,"I LOVE THIS STUFF, I DONT UNDERSTAND THE BAD REVIEWS. IT SMELLS LIKE SUNBLOCK YES...MMM BECAUSE IT IS SUNBLOCK. IT MAKES MY SKIN GLOWY. I HAVE REALLY GOOD SKIN, SO I DONT HAVE ANY REACTIONS SUCH AS BURNING OR PEELING OR WHAT NOT. OVERALL I LOVE THIS STUFF AND WILL DEF. REBUY",2009-11-09T16:14:00.000Z,1658787,,RIA310,1,Normal,Tan,Unknown,Black,Unknown,Unknown,Brown,19-24,21
74,308,Neutrogena,22,Sunscreen,0,74107,Age Shield Sunblock Spf45,1,"This stuff is HORRIBLE. First of all, it pills, rolls, whatever you wanna call it, like crazy. Feels nasty and the balls of gunk get on everything - gross. Worst of all I had a very bad reaction to this crap. I got a rash of contact dermatitis and am still suffering from the effects. Hate this stuff - WORST Sunscreen EVER!!!!",2009-06-07T18:21:00.000Z,1543423,,linseyp,0,Acne-prone,Fair,Unknown,Brunette,Unknown,Unknown,Green,30-35,80
74,308,Neutrogena,22,Sunscreen,0,74107,Age Shield Sunblock Spf45,1,"Stupid me, I bought this before checking MUA reviews.  Impressed w/the Neutrogena name &amp; the whole Helioplex thing, I bought this &amp; was disappointed from day one.  Most horrible sunscreen I&#039;ve ever used - greasy &amp; leaves little white &quot;pills&quot; all over your skin, it&#039;s disgusting &amp; embarassing!  I don&#039;t understand how Neutrogena could put their name on such a inferior product?  It also stung a bit, especially on my cheeks and under my eyes - not something you&#039;d expect from a &quot;dermatoligist recommended&quot; line!  I switched to Aveeno Continuous Protection SPF 30 for Face &amp; couldn&#039;t be happier.  If I could give this a big fat zero rating, I would.  Save your $$ &amp; try something, ANYTHING, else! ",2009-05-26T13:37:00.000Z,1533491,,spinthedeck,0,Acne-prone,Fair,Unknown,Brunette,Unknown,Unknown,Brown,30-35,92
74,308,Neutrogena,22,Sunscreen,0,74107,Age Shield Sunblock Spf45,5,"I&#039;ve been using this product for a while now and was surprised at all the negative reviews here. I really like this sunscreen and have not experienced any of the problems that others have. Unlike Dry Touch and Banana Boat, both of which balled up horribly under makeup. - the Age Shield is light, fluffy, and sinks right in. I also find that my chin is less clogged than it is when I used Dry Touch over the past several years. I think people must be using way too much of this, because I don&#039;t find it greasy and it does not sting for me. Due to its consistency, I only need about half a teaspoon for my face. I wait for my Vitamin C serum to sink in then apply (no moisturizer needed). I then try to wait about 5 minutes before applying makeup.  I also shake it to get the product out so thats probably how I avoided ever seeing the runniness or the yellowy watery gunk. Finally, I never noticed a lingering smell to it. I would definitely repurchase, but will probably try the spf 55 next time. ",2009-04-13T21:17:00.000Z,1497508,,shaboom,0,Normal,Fair,Cool,Brunette,Wavy,Fine,Blue,19-24,3
74,308,Neutrogena,22,Sunscreen,0,74107,Age Shield Sunblock Spf45,2,"The first time I used this, it was fine - gave a nice coverage that wasn&#039;t too oily for me. The second time my face began to sting after applying it, below my nose.  I figured it might have reacted with my foundation, so I gave it another try - third time, fine. Fourth time, immediate burning all over my face. It never balled up on me, but the stinging alone is enough for me to never use this again. ",2009-03-01T20:39:00.000Z,1458804,,paperdress,0,Combination,Fair-Medium,Unknown,Brunette,Unknown,Unknown,Green,30-35,3
