totalResults,brandId,brandName,categoryId,categoryName,helpful,productId,productName,rating,review,reviewDate,reviewId,thumbnail,userName,votes,skinType,skinTone,skinUndertone,hairColor,hairType,hairTexture,eyeColor,ageRange,reviews
192,1294,La Roche-Posay,22,Sunscreen,2,48043,Anthelios Ultra Light Face Sunscreen SPF 60,5,"I was devastated after Kate Somerville&#039;s Daily Deflector Moisturizer got discontinued because it meant I had to go on the hunt, once again, for one that wouldn&#039;t leave a white residue on my brown skin. I found this one after much research and have bought it twice since then. It&#039;s a little watery before you rub it on, but it&#039;s seeps in perfectly and leaves you just the perfect amount of moisturized.",2019-10-12T01:38:53.000Z,3062153,thumb/h/145/1_1_8_1_3564496.JPG,getin2it,2,Dry,Dark,Warm,Brunette,Kinky,Coarse,Brown,25-29,3
192,1294,La Roche-Posay,22,Sunscreen,5,48043,Anthelios Ultra Light Face Sunscreen SPF 60,5,"This is a review for the European version. An old faithful, I have used this for years. I think it’s experienced a few reformulations. In the past year it had begun to peel off on my skin when used over some serums and it occasionally caused stinging to my eyes. 

With the recently changed wording making a feature of the ‘Shaka’ bottle that has always existed, the formula is a little tackier, not quite so easy to spread but with the tint, it makes missing anywhere near impossible. It no longer peels and I am so thrilled to experience comfortable eyes again!

I will use this every day so long as the formula continues to be so good.

",2019-05-04T15:01:00.000Z,3052749,thumb/h/145/1_1_8_1_3564496.JPG,ALBA,6,Combination,Medium,Not Sure,Brown,Straight,Fine,Green,44-55,149
192,1294,La Roche-Posay,22,Sunscreen,3,48043,Anthelios Ultra Light Face Sunscreen SPF 60,4,"This is a pretty standard US chemical sunscreen, except in a light, matte formula.  Because it&#039;s a light consistency, it doesn&#039;t spread very far and you have to use a lot to get the proper protection.  The bottle is so small and it&#039;s so expensive that I feel like I have to be frugal with it and that I can&#039;t slather it on properly like other sunscreens.  It feels wonderful on the skin and leaves it feeling silky and smooth.  Minimizes my pores too.  I now primarily use this as a primer, as I&#039;ve found some Japanese sunscreens that are a little more cost-effective.  ",2019-02-07T01:08:00.000Z,3043524,thumb/h/145/1_1_8_1_3564496.JPG,cr4zn,3,Combination,Medium,Warm,Red,Other,Other,Brown,30-35,31
192,1294,La Roche-Posay,22,Sunscreen,3,48043,Anthelios Ultra Light Face Sunscreen SPF 60,3,"I love La Roche-Posay and use their products frequently, but I&#039;ve tried several of their sunscreens and I&#039;m not a fan. 

I found that this one pilled no matter the amount I applied or how long I waited afterward. I also experienced some burning/stinging on my cheeks from it - I believe from the avobenzone. 

If you&#039;re looking for a high SPF sunscreen and don&#039;t need to apply under makeup, this might work for you, but I wouldn&#039;t recommend layering this with other skin care products or makeup. ",2018-04-23T14:11:00.000Z,3013525,thumb/h/145/1_1_8_1_3564496.JPG,WoolCouncil,3,Dry,Fair,Unknown,Blond,Unknown,Unknown,Blue,25-29,4
192,1294,La Roche-Posay,22,Sunscreen,1,48043,Anthelios Ultra Light Face Sunscreen SPF 60,5,"Best sunscreen. Has that smell we all hate, but for me this works great. Doesn&#039;t clog my pores like pretty much all face sunscreens do. ",2016-12-13T12:46:00.000Z,2933890,thumb/h/145/1_1_8_1_3564496.JPG,DanaeAllan,1,Acne-prone,Fair-Medium,Cool,Brunette,Straight,Fine,Brown,19-24,76
192,1294,La Roche-Posay,22,Sunscreen,9,48043,Anthelios Ultra Light Face Sunscreen SPF 60,5,"Love it! This is for the Canadian version Ultra-fluid lotion 50 ml bottle

Ingredients:
LA ROCHE POSAY – ANTHELIOS ULTRA LIGHT LOTION SPF 60 Formula: 884790 ACTIVE INGREDIENTS ACTIFS (W/W) HOMOSALATE 10% OXYBENZONE 6% OCTISALATE 5% OCTOCRYLENE 5% AVOBENZONE 3% ECAMSULE (MEXORYL SX) 2% OTHER/AUTRES INGREDIENTS AQUA CYCLOPENTASILOXANE ALCOHOL DENAT. CYCLOHEXASILOXANE STYRENE/ACRYLATES COPOLYMER SILICA DICAPRYLYL ETHER PEG-30 DIPOLYHYDROXYSTEARATE DIMETHICONE TRIETHANOLAMINE GLYCERIN NYLON-12 POLYMETHYLSILSESQUIOXANE CAPRYLYL GLYCOL DICAPRYLYL CARBONATE DISODIUM EDTA DISTEARDIMONIUM HECTORITE DODECENE ISOSTEARYL ALCOHOL LAURYL PEG/PPG-18/18 METHICONE PEG-8 LAURATE PHENOXYETHANOL POLOXAMER 407 POLY C10-30 ALKYL ACRYLATE TOCOPHEROL C182364/1

This is truly a matte satiny finish.  It is very liquidy (similar to Asian Biore SS) and I apply one section at a time.  I have no problems applying 1/4 tsp to my face. It does not irritate.  (I had a major rash from Clinique spf 25 - physical filters only. Also I cannot wear Biore Perfect milk or Ombrelle Faces spf 45 - redness/blotchy)

I have been wearing it daily for a few days.  No clogs. My face appears calm, even toned.  I wear mineral makeup and some concealer with no issues. This sunscreen does not apply dry or chalky or settle into pores/lines.

Website claims Fast-absorbing, matte finish.
Fragance-free. Paraben-free.
Water-resistant. 

I would use an oil based cleanser to remove.

Other LRP SS I have tried:

LRP Hydraphase UV 30 this has a PPD of 8ish and is better suited for dry skin. Moisturizer feel.  I can wear around eyes with no problems.  I will keep this for the winter.
https://www.makeupalley.com/product/showreview.asp/ItemId=64949/Hydraphase-UV-SPF-30/La-Roche-Posay/Sunscreen I am using the Cdn version.  Ingredients listed in review.

LRP Anthelios XL comfort cream or melt in cream) - better suited for dry skin and or winter.  Great on my neck and or hands.

LRP Anthelios Mineral - tinted
Tint is too dark unless you have a medium complexion.  Contains only titanium dioxide which offers very little UVA protection.

If you want a tinted mineral sunscreen, I would suggest Paula&#039;s Choice with 12% zinc oxide. (Reviewed)
https://www.makeupalley.com/product/showreview.asp/ItemId=164554/RESIST-Super-Light-Daily-Wrinkle-Defense-SPF-30/Paula-s-Choice/Sunscreen

I am extremely happy that I have tried this and already plan on repurchasing. I have tried many sunscreens and this is the most protective (PPD/UVA) yet cosmetically elegant one I own.",2016-07-18T14:58:00.000Z,2905795,thumb/h/145/1_1_8_1_3564496.JPG,autumn95,9,Sensitive,Fair,Not Sure,Blond,Wavy,Medium,Green,44-55,221
192,1294,La Roche-Posay,22,Sunscreen,19,48043,Anthelios Ultra Light Face Sunscreen SPF 60,5,"First of all, I&#039;m a black woman and yes black women we still need sun protection! I know it&#039;s hard because a lot of spf&#039;s really look ashy on our skin and it&#039;s a deterrent to buying sunscreen but this goes on light and dries clear. I promise. 

For anyone of any race or skin type this is the best sunscreen I&#039;ve ever tried. It&#039;s easily my HG choice for sun protection. It&#039;s got a high SPF that&#039;s light weight, its a fluid and not a lotion, dries clear with no white cast and wears BEAUTIFULLY under make up. This was tested on sensitive skin so it&#039;s perfect for any skin type. I myself am oily/combination and I have had absolutely no reactions whatsoever to it and I wear it every day. 

It&#039;s a tad annoying having to put the product on the back of my hand first then dab areas of my face and rub in due to the packaging and how the &quot;nozzle&quot; is. I feel pouring it directly into the palm of my hand and then to my face would be a waste of product so I choose to do it the way I described. 

This is great for me since I am trying to fade my dark spots and some slight hyper pigmentation. For some people they will say sitting in the sun will fade your spots as the rest of your skin darkens but the spots darken just like the rest of your skin. They dont really fade. The sun loves hyper pigmentation. Looooves it. So use a sun protection to avoid making your spots darker. 

Price point is fair at $30. For all this does for my skin without any irritation, I&#039;m not complaining. And honestly you don&#039;t need a lot for your face so with daily use this should last you 2-3 months.. I hope they never mess with the ingredients or formula. ",2016-04-17T11:30:00.000Z,2883688,thumb/h/145/1_1_8_1_3564496.JPG,corielle,20,Oily,Medium Brown,Warm,Brunette,Curly,Medium,Brown,30-35,49
192,1294,La Roche-Posay,22,Sunscreen,4,48043,Anthelios Ultra Light Face Sunscreen SPF 60,3,"I bought this as a last ditch attempt to see if my skin hated all chemical class sunscreens. Unfortunately, the answer is yes, since I had to stop using this after only 2 days due to irritation, BUT if your skin tolerates it, it&#039;s the best feeling sunscreen I&#039;ve ever used for use on bare skin, it felt light and turned to a pleasant powdery finish.

I found my powder foundation disappeared when worn over this unusually quickly though, way faster than over my usual heavier physical sunscreen so I wouldn&#039;t use this under makeup even if it did work for me.",2016-04-17T06:11:00.000Z,2883648,thumb/h/145/1_1_8_1_3564496.JPG,Ambystoma,4,Sensitive,Fair,Warm,Brunette,Wavy,Medium,Hazel,36-43,8
192,1294,La Roche-Posay,22,Sunscreen,2,48043,Anthelios Ultra Light Face Sunscreen SPF 60,4,"I have used the fluide extreme sunscreen and found it to be lightweight, mattifying and absorbs quite quickly. Does not clog my pores and has little to no white cast after application. Suits my subtype 2 rosacea perfectly. However, price is rather expensive for such a small bottle where I stay. ",2016-03-08T19:37:00.000Z,2872799,thumb/h/145/1_1_8_1_3564496.JPG,ohhhoney,3,Sensitive,Fair,Unknown,Black,Unknown,Unknown,Black,25-29,12
192,1294,La Roche-Posay,22,Sunscreen,10,48043,Anthelios Ultra Light Face Sunscreen SPF 60,4,"This is for the Australian formulation, bought from Priceline. The Australian version may have more physical sunblock than the US version, since I get a rather noticeable white cast even with a thin layer.

Note: before you use this sunscreen, make sure to shake it well.

La Roche Posay meant it when they called this sunscreen &quot;fluid&quot;. It&#039;s fluid, baby. The kind of the fluid that will run all over the back of your hand. It&#039;s very light and spreadable, which is excellent for an even application. It sinks in quickly, even when you use the recommend 1/4 tsp amount. (I measure my sunscreen with a measuring spoon). It has never stung my face.


Finish
It has a true matte finish. The first time I used it on bare skin, it mattified my skin and accentuated some dry flakes. It also balled up the first time.

The second time I moisturised very lightly with cream before application. The sunscreen retained its matte finish but didn&#039;t ball up.

It leaves a lingering white cast on my fair Asian skin, regardless of how little I apply. At any rate, I always apply 1/4 teaspoon (measured with a measuring spoon) whenever I go out of the house. 

Please note that the SPF factor is believed to increase exponentially with amount used.

Ref: 
Kim, S.M., Oh, B.H., Lee, Y.W., Choe, Y.B. &amp; Ahn, K.J. 2010, &quot;The relation between the amount of sunscreen applied and the sun protection factor in Asian skin&quot;, Journal of the American Academy of Dermatology, Vol 62(2), pp.218-222.


Scent
No artificial fragrance. I couldn&#039;t detect any other smells. Definitely no typical sunscreen scent.


Suitability for eye area?
It stings if I apply it over my eyelids. LRP also sells a sunscreen specifically for sensitive areas, called &quot;Anthelios XL SPF 50+ Sensitive Areas Stick&quot;.


All in all, the LRP Anthelios XL has a truly elegant formulation. I took one lippie off for the white cast that doesn&#039;t fade on me.

Edit 30/07/2016: I&#039;ve found even more elegantly formulated sunscreens—from Japan! Home of conscientious skin protection, land of innovation in sunblock technology. The two Japanese sunscreens I&#039;ve tried so far are Biore UV Aqua Rich Watery Essence Sunscreen SPF50+ PA+++ and Rohto Skin Aqua UV Super Moisture Essence SPF50+ PA++++. I prefer the Rohto Skin Aqua (second one).",2016-02-17T06:12:00.000Z,2866779,thumb/h/145/1_1_8_1_3564496.JPG,Addy235ZNHrl,11,Acne-prone,Fair,Warm,Black,Straight,Other,Brown,19-24,17
